2013-08-08,Toronto,MANULIFE FINANCIAL,SOUTH TOWER-INTERNATIONAL ROOM,200 BLOOR STREET EAST,TORONTO,8:00 AM,12:00 PM,2.06 km,1,358,43.671709,-79.382579, 5959,28EAB103E97F583785257B660017099C
2013-06-25,East York,TORONTO EAST GENERAL-E2 LECTURE THEATRE,E2-LECTURE THEATRE,825 COXWELL AVENUE,EAST YORK,12:00 PM,4:00 PM,6.12 km,1,358,43.6896766,-79.3262013, 11680,F1501D89C6F297EC85257B48007BA211
2013-06-12,Toronto,ST JOAN OF ARC CHURCH,AUDITORIUM,1701 BLOOR ST. WEST @ KEELE,TORONTO,4:00 PM,8:00 PM,6.25 km,1,358,43.6561187,-79.46078, 6167,D2EB3F0F1D3FC96885257B2D00169D0D
2013-06-01,North York,SUNNYBROOK HEALTH SCIENCES CENTRE,E-WING AUDITORIUM,2075 BAYVIEW AVENUE,NORTH YORK,9:00 AM,1:00 PM,7.52 km,1,358,43.720684,-79.37695, 5998,B5651DA3AE50022985257B22001C6AEA
2013-07-19,North York,SUNNYBROOK HEALTH SCIENCES CENTRE,E-WING AUDITORIUM,2075 BAYVIEW AVENUE,NORTH YORK,9:00 AM,1:00 PM,7.52 km,1,358,43.720684,-79.37695, 5998,F3927859EDBACC0885257B520016DA75
2013-05-18,Toronto,SWANSEA TOWN HALL - ROUSSEAU ROOM,ROUSSEAU ROOM,95 LAVINIA AVE.,TORONTO,9:30 AM,1:30 PM,7.66 km,1,358,43.6476189,-79.4780966, 15674,DD5026B73EDF83C385257B14001C8324
2013-07-20,Toronto,SWANSEA TOWN HALL - ROUSSEAU ROOM,ROUSSEAU ROOM,95 LAVINIA AVE.,TORONTO,9:30 AM,1:30 PM,7.66 km,1,358,43.6476189,-79.4780966, 15674,7FF8ABCD6F659E3385257B5300165859
2013-05-24,Toronto,ST AIDAN\S CHURCH,MEMORIAL HALL,70 SILVER BIRCH AVE.,TORONTO,3:30 PM,7:30 PM,8.18 km,1,358,43.6723048,-79.2849135, 8145,79D34D5DBD16960A85257B1A001C7B61
2013-07-26,Toronto,ST AIDAN\S CHURCH,MEMORIAL HALL,70 SILVER BIRCH AVE.,TORONTO,3:30 PM,7:30 PM,8.18 km,1,358,43.6723048,-79.2849135, 8145,CD1EBB8FEF7886F685257B6D004DC82E
2013-05-22,Toronto,LAWRENCE SQUARE-2ND FL IN FRONT OF CANADIAN TIRE AND MEDIX SCHOOL,2ND FL IN FRONT OF CANADIAN TIRE AND MEDIX SCHOOL,700 LAWRENCE AVENUE WEST,TORONTO,2:30 PM,6:30 PM,8.59 km,1,358,43.7159577,-79.4454283, 16717,7DFF8F983A37018A85257B2500742B93
2013-08-05,Toronto,LAWRENCE SQUARE,2ND FLOOR BY FOOD COURT,700 LAWRENCE AVENUE WEST,TORONTO,11:00 AM,3:00 PM,8.62 km,1,358,43.7157439,-79.446637, 15992,61025E5F83AF1DE585257B6300161DAE
